ID,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS
7e981b8e-6cbd-455c-a8eb-ce1b826958d8,1962-11-01,,999-66-4558,S99991160,X12800996X,Mrs.,Vera718,Sawayn19,,Kautzer186,M,white,german,F,Brooklyn Park,212 Mitchell Flat Unit 28 Janesville Minnesota 56048 US
fe546041-0ba0-46e5-827e-949932bbc282,1966-09-29,2009-04-16,999-12-8101,S99955381,X58108612X,Mr.,Fredrick998,Rippin620,,,M,white,portuguese,M,Eagan,168 Jones Approach Apt 68 Columbia Heights Minnesota 55421 US
a1df33aa-052d-4429-889a-d9022cff4df9,1965-02-01,,999-57-3702,S99929053,X327191X,Mr.,Tad831,O'Conner199,,,M,white,french,M,Waite Park,671 Cole Orchard Unit 52 Duluth Minnesota 55802 US
c9eea17f-1c16-48ad-a7d5-03e9079474db,1969-01-13,,999-83-6760,S99920434,X36854856X,Mrs.,Karole140,Bechtelar572,,Douglas31,M,white,portuguese,F,International Falls,543 Deckow Mill Suite 32 Fribergship Minnesota  US
8129a81f-090c-472c-9466-12c9659a35f6,2016-10-25,,999-54-2543,,,,Lanelle105,Rippin620,,,,asian,asian_indian,F,Emmons,640 Paucek Lodge Suite 4 St. Paul Minnesota 55101 US
ecd3566d-6502-4e91-b6b7-178906f3a99d,1983-08-04,,999-52-2847,S99939884,X27132515X,Ms.,Sindy229,Brekke496,,,S,asian,asian_indian,F,South Harborship,906 Ruecker Fort Suite 44 Winona Minnesota 55959 US
4c4711b1-cd31-4cbd-aeac-3be6c78f1b51,1969-11-21,,999-68-1810,S99991224,X85812735X,Mrs.,Charlyn749,Vandervort697,,Kemmer137,M,black,west_indian,F,Crystal,362 Rogahn Lock Apt 94 St. Paul Minnesota 55101 US
00b7f288-9447-462a-86b3-5ef3528892fd,1974-10-06,,999-26-2608,S99927561,X70860835X,Mr.,Michale231,Christiansen251,,,M,white,italian,M,Fergus Falls,516 Waelchi Gardens Suite 92 Crookston Minnesota 56716 US
31d4e280-5c0e-4029-a1ca-82afe86cd05a,2001-08-18,,999-15-3245,S99976582,,,Ferne426,Wuckert783,,,,white,irish,F,St. Paul,721 Auer Neck Suite 35 Hamdenship Minnesota  US
45efc9be-b99c-4b13-97a2-ed65bf454295,1976-10-26,,999-76-2230,S99940822,X74088035X,Mr.,Cody889,Hettinger594,,,M,white,scottish,M,Albert Lea,859 Wunsch Mission Unit 23 Columbia Heights Minnesota 55421 US
5f4a83f2-798f-426b-90e7-e20f8696e5ea,2006-05-31,,999-58-8821,,,,Rochel591,Ryan260,,,,white,italian,F,Eagan,632 McCullough Trailer Suite 20 Eden Prairie Minnesota 55344 US
05bc3dc9-6642-4573-8d78-b1186b3f835e,1954-11-04,,999-36-7781,S99924700,X69392094X,Mr.,Ty725,Hills818,,,S,white,italian,M,Warsawship,175 Franecki Divide Cloquet Minnesota 55720 US
ee16603a-8003-423a-b776-761189b8072c,2000-07-29,,999-58-5457,S99990618,,,Earnest658,Armstrong51,,,,white,french,M,Minneapolis,563 Hackett View Clear Lake Minnesota 55319 US
2d7d4f3b-66b5-49fa-bde6-f78933f87e9c,1981-01-14,,999-89-4257,S99996034,X63601987X,Mr.,Deandre599,Parisian75,,,M,white,french,M,Eagan,133 Kulas Road Unit 10 Apple Valley Minnesota 55068 US
0e0051d4-f6f0-4ab8-939f-f7b5eac0c1b5,1995-02-20,,999-71-3705,S99992797,X37215486X,Mr.,Dong972,Boyle917,,,,white,polish,M,Brooklyn Center,659 Langworth Avenue New Brighton Minnesota 55112 US
7b2cb757-a6fb-4c86-9988-9ee892539b79,1997-05-06,,999-69-4916,S99932575,X65008640X,Ms.,Guillermina633,Ruecker817,,,,white,italian,F,Brooklyn Center,1022 Kuhic Neck Marionship Minnesota  US
1b790b34-3cb1-4633-9817-1e92bdb7f859,1919-01-12,1998-09-11,999-63-2988,S99950455,X88849257X,Mr.,Edmundo94,Rath779,,,S,white,american,M,Vadnais Heights,809 Mueller Heights Suite 88 Hackensack Minnesota 56452 US
a082a339-4361-4158-bb9a-6510a312500f,2001-12-04,,999-91-7987,S99968290,,,Micah422,Bailey598,,,,white,portuguese,M,Prior Lake,307 Daugherty Spur Wadena Minnesota 56482 US
78bf8d03-d3d8-4d3c-9da0-b43915b013f6,1962-09-14,,999-28-2235,S99940414,X31588550X,Ms.,Kisha966,Smitham825,,,S,white,italian,F,Danielsonship,215 Kunze Bridge Apt 94 Brooklyn Park Minnesota 55428 US
13eebdac-d354-48db-9842-bd301e5aaeb6,1987-01-02,,999-90-2422,S99998872,X50408772X,Mrs.,Anita473,Valle770,,Macías944,M,hispanic,south_american,F,Landfall,616 Yost Frontage road Unit 37 Waconia Minnesota 55322 US
5fe17304-7d47-47cf-8446-ddee70fea3fe,2012-01-03,,999-99-2394,,,,Paulette168,Legros616,,,,white,english,F,Crosby,120 Bosco Way Mound Minnesota 55364 US
a95b6545-9357-4bf3-acd2-6ca67de4dc0f,2005-06-07,,999-19-9764,,,,Antionette825,Runte676,,,,white,french_canadian,F,Richfield,161 Runte Terrace Suite 91 Burnsville Minnesota 55044 US
86ce199c-d336-4f99-a568-8984d7846921,1972-11-17,,999-73-9119,S99989230,X25375011X,Mrs.,Paz9,Kerluke267,,O'Reilly797,M,white,irish,F,Minneapolis,520 Heidenreich Lock Unit 4 Lester Prairie Minnesota 55354 US
45d3e9df-0afc-4d78-933f-c4355924191c,1954-12-12,,999-14-8046,S99990739,X38720306X,Mr.,David908,Carter549,,,M,white,english,M,Elko New Market,297 Koelpin Parade Unit 23 Elizabethship Minnesota  US
978cc3c5-b673-4e43-af6f-2e407e1a51bb,1985-11-22,,999-10-7280,S99961881,X9587092X,Mr.,Forest317,Moore224,,,M,white,italian,M,Minneapolis,313 Halvorson Terrace Cloquet Minnesota 55720 US
c07b4f82-8367-4ba1-a81d-3bf26052ee3c,1967-08-28,,999-81-7277,S99976611,X84897484X,Mrs.,Angeline97,Durgan499,,Nikolaus26,M,white,irish,F,Bloomington,283 Tromp Tunnel Apt 50 Minneapolis Minnesota 55401 US
9659fe7b-b163-48b0-b068-ec7e67e24de4,1974-10-03,,999-93-4968,S99995594,X16449177X,Mr.,Felton646,Heathcote539,,,M,white,american,M,Henningship,470 Shanahan Landing Suite 24 Brooklyn Park Minnesota 55428 US
874a2aea-5326-4469-91f6-201f253f5ff1,1976-09-05,,999-31-1027,S99988144,X44074047X,Mr.,Earle679,Fay398,,,M,white,irish,M,Sleepy Eye,289 Mosciski Stravenue Anoka Minnesota 55303 US
96c2b343-1019-40c6-ae42-1211c0106175,1977-12-12,,999-52-1549,S99958374,X21210198X,Mr.,King743,Kassulke119,,,M,white,irish,M,Minnetonka,417 Koss Station Suite 17 Richfield Minnesota 55423 US
bcfb084d-ac6b-41b7-9edb-f210ad033256,1985-04-15,,999-53-2438,S99923584,X13830767X,Mr.,Jackie93,Bartoletti50,,,M,white,swedish,M,Brooklyn Park,326 Crooks Road Suite 92 Hopkins Minnesota 55305 US
3287b334-2e7e-411a-b127-6d2cc5da65aa,1993-02-18,,999-55-3131,S99926467,X25423429X,Mr.,Valentine262,Pfannerstill264,,,,white,irish,M,Watabship,1027 Funk Mission Suite 51 Poppleship Minnesota  US
c44bd780-d2ab-42c3-8af6-9392b87305c5,1972-06-04,,999-70-9377,S99915817,X999683X,Mr.,Garland107,Vandervort697,,,M,white,polish,M,Ramsey,143 Moen Club Unit 29 Mantorville Minnesota 55955 US
87660ad7-211b-46e8-99a7-2f0d573aec71,2008-09-28,,999-54-6223,,,,Jacques50,Shields502,,,,white,irish,M,Waseca,884 Rath Road Unit 7 High Forestship Minnesota  US
d1d589ba-1fd1-493c-9ad6-1ef9a0fa58ce,1967-06-01,,999-74-2368,S99923803,X63357951X,Mrs.,Lien262,Russel238,,Kub800,M,white,italian,F,Duluth,241 Barton Park Unit 56 Minneapolis Minnesota 55401 US
8fc06d2e-fe98-448d-aec0-623b14b077fc,1995-03-31,,999-11-7091,S99956137,X45821616X,Ms.,Raven88,Koelpin146,,,,white,irish,F,St. Louis Park,455 Pouros Row Eagan Minnesota 55120 US
1f35fec0-7cf3-4783-88ed-36a84d961a4d,1964-11-07,,999-88-1153,S99930422,X55616015X,Mrs.,Kiyoko456,Kulas532,,Nitzsche158,M,white,french,F,Plymouth,856 Pagac Orchard Minneapolis Minnesota 55401 US
ad493392-5ad4-498a-a5eb-29309faf3e57,1986-08-19,,999-85-9945,S99945006,X61037719X,Mr.,Diego848,Henríquez109,,,M,black,dominican,M,Fayalship,811 Metz Trace Waite Park Minnesota 56301 US
fccdf152-1ed6-43d5-ac87-7edf3670fef6,1944-02-17,,999-21-1615,S99922352,X42810563X,Mrs.,Margherita470,Jerde200,,Kohler843,M,white,irish,F,Maple Grove,949 Boyle Haven Hutchinson Minnesota 55350 US
1562da76-49aa-4a00-bec0-2b5f95f77791,1990-03-16,,999-31-4560,S99987167,X87646009X,Mr.,Giuseppe872,O'Keefe54,,,M,white,french,M,West St. Paul,773 Bogan Glen Suite 39 Staples Minnesota 56479 US
41994eec-9e0f-4301-b0ee-7c845fe6eb66,1934-06-23,2012-01-14,999-57-1234,S99933899,X70947227X,Mr.,Aurelio227,Gleason633,,,M,asian,asian_indian,M,Forest Lake,954 Smitham Bridge Suite 9 St. Paul Minnesota 55101 US
fa243f1f-0dd5-4da8-839d-27978a20f1d5,1956-09-17,,999-24-3835,S99977038,X88868659X,Mrs.,Kiersten731,Schoen8,,Williamson769,M,white,irish,F,Austin,410 Rempel Green Duluth Minnesota 55802 US
c9ff1d72-0fbb-447f-bc9b-85b38af0f60b,1985-07-30,,999-97-9186,S99992887,X67523282X,Mrs.,Delpha270,King743,,Monahan736,M,white,polish,F,Minneapolis,945 Jenkins Center Suite 82 Humboldtship Minnesota  US
7f84478e-55c0-4427-997c-efa65dbc21fd,1956-03-13,,999-66-8387,S99914981,X76269017X,Mr.,Rob341,Altenwerth646,,,M,white,english,M,Sauk Rapids,969 MacGyver Route Westport Minnesota 56385 US
b8636467-a2d1-404c-a06c-7a495a1050fb,1972-02-21,1989-12-11,999-98-2374,S99990098,,,Flo729,Mraz590,,,,white,english,F,Aurdalship,1016 Sanford Port Unit 56 Minneapolis Minnesota 55401 US
71995c4b-56a3-4451-a5f2-c810761a9533,2015-06-02,,999-23-7824,,,,Eduardo902,Rippin620,,,,white,irish,M,Lakeville,968 Kilback Street Unit 97 Minneapolis Minnesota 55401 US
db27e07e-803d-4cd3-b857-c927034a725a,1947-08-30,2000-12-30,999-56-4454,S99998314,X89300167X,Mrs.,Deanne837,Muller251,,Zemlak964,M,white,irish,F,Medina,1057 Feeney Byway Edina Minnesota 55343 US
7f937bab-ccde-4299-878a-f3b9a53ce23d,2012-06-11,,999-11-3036,,,,Malcom15,Wiegand701,,,,white,swedish,M,Eden Prairie,958 Mann Gateway Cloquet Minnesota 55720 US
a0e8669b-8ec6-4b40-8122-b09a5a0eeae6,1990-09-16,,999-28-7992,S99934447,X79976502X,Mrs.,Vernon254,Goldner995,,Harris789,M,white,irish,F,Winnebago,1080 Jenkins Ville Maplewood Minnesota 55106 US
b9786436-41de-4cae-b92d-1f8c56ecd8b8,1969-10-06,,999-32-3357,S99971915,X37968787X,Mr.,Daniel959,Dooley940,,,M,white,english,M,St. Louis Park,675 Stoltenberg View Suite 88 Eagan Minnesota 55120 US
8dc2fd54-e8cd-48f5-bf18-ae4ab8c9a953,1953-07-23,,999-90-3928,S99944585,X30690548X,Mrs.,Eustolia154,Huels583,,Wiza601,M,white,irish,F,Moorhead,556 Stokes Overpass Hackensack Minnesota 56452 US
5890ef64-e723-4f30-b7f0-408bbbd78d3a,1927-11-19,1980-11-08,999-48-5039,S99947451,X67409664X,Ms.,Gisela897,Connelly992,,,S,white,swedish,F,Byron,422 Reynolds Passage Minneapolis Minnesota 55401 US
2782c71b-1249-4e9c-b9c3-469f64ad2bc3,1970-01-01,,999-81-6834,S99994728,X32215475X,Mrs.,Myesha901,Fritsch593,,Yost751,M,white,polish,F,Monticelloship,435 Metz Well St. Paul Minnesota 55101 US
1fe7fb02-db51-41be-8a7a-d3c72c57d144,1999-02-04,,999-69-5868,S99991840,,Mr.,Joel444,Weimann465,,,,white,italian,M,Windom,445 Kuhlman Wynd Edina Minnesota 55343 US
7956b105-913d-49c2-90d0-0292f26cada6,2007-05-16,,999-93-6924,,,,Bob965,Wolf938,,,,asian,chinese,M,Savage,580 Harris Union Apt 22 St. Paul Minnesota 55101 US
96535063-5895-478c-a4cb-bb3c1798c88b,2006-03-07,,999-81-7987,,,,María Elena653,Molina998,,,,black,dominican,F,Lindstrom,297 Grimes Key Minneapolis Minnesota 55401 US
3540ba69-ffa2-4fbf-8de9-2ec21dbff0d6,1995-12-22,,999-90-2592,S99991169,X39127651X,Ms.,Zenobia558,Fritsch593,,,,white,irish,F,Morristownship,259 Olson Mall Olivia Minnesota 56277 US
292434b8-b870-4ab2-b23c-f91a0f3933e1,2005-02-27,,999-18-8782,,,,Lance203,Barrows492,,,,white,german,M,Minneapolis,381 Funk Wynd Apt 55 Minneapolis Minnesota 55401 US
fb6c3a17-d293-4f7e-a4cd-8c66e641a6d6,2013-03-21,,999-95-5776,,,,Burl285,Crist667,,,,white,swedish,M,New Brighton,974 Reichert Estate Albert Lea Minnesota 56007 US
9528db12-f149-48bf-aaa3-81774c097113,1984-03-01,,999-62-6593,S99926611,X63841338X,Mr.,Markus389,Jacobs452,,,M,white,english,M,Shakopee,142 Kuhic Rapid Unit 82 Plymouth Minnesota 55441 US
714338ff-470a-4aa0-b13b-99c0432fd5d0,1985-07-20,,999-13-4079,S99981102,X74229872X,Mr.,Sergio619,Morissette863,,,M,white,irish,M,Minnetrista,576 Dach Boulevard Apt 22 Lester Prairie Minnesota 55354 US
6186610f-bf56-437d-9d28-2fc4cc949a47,1967-05-28,,999-42-1670,S99950403,X14145290X,Mrs.,Sherice231,Homenick806,,Dare640,M,white,portuguese,F,Minneapolis,1019 Davis Trailer Unit 66 Eden Prairie Minnesota 55344 US
80d4bf0b-52a7-4647-b3ce-7c5417bd333f,1993-11-09,,999-97-3874,S99963887,X73298966X,Mr.,Jorge Luis88,Mayorga262,,,,hispanic,south_american,M,Elko New Market,669 Balistreri Highlands Suite 31 Summitship Minnesota  US
811fa703-b94a-49fd-98a2-136e849c221c,1974-08-02,,999-60-8081,S99948837,X58086833X,Mr.,Benjamin360,Cummerata161,,,M,asian,asian_indian,M,Oakdale,301 Bashirian Port St. Paul Minnesota 55101 US
0d6d662e-ef4d-4b13-9127-6b0929169d29,1985-11-26,,999-20-4777,S99972823,X269580X,Mrs.,Paula289,Pagac496,,Reilly981,M,white,swedish,F,Brownton,597 Swift Camp Apt 33 Brooklyn Park Minnesota 55428 US
020e0711-2917-4f88-9b23-465b476eea0f,1993-01-09,,999-26-3234,S99977967,X49434460X,Ms.,Loreta61,Kris249,,,,white,irish,F,Minneapolis,752 Fisher Gate Unit 95 Raymond Minnesota 56282 US
3564ee87-b1d9-43fa-a7b2-57ec54b1949f,1973-12-04,,999-60-3123,S99984533,X34953742X,Mr.,Walker122,Sauer652,,,M,white,french,M,Plymouth,190 Oberbrunner Road Falcon Heights Minnesota 55108 US
feb70101-3567-4080-885d-c94f8ffd2257,1947-10-16,,999-56-5905,S99994974,X56176234X,Mr.,Olin642,Gerlach374,,,M,white,french_canadian,M,North Mankato,192 Steuber Stravenue Hugo Minnesota 55038 US
c051f50e-5395-42c4-96aa-0376ff4ab67c,1970-03-06,,999-99-8743,S99946277,X42788184X,Mrs.,Ka422,Borer986,,Reynolds644,M,white,irish,F,Brainerd,830 Fahey Rapid Suite 50 Lakeville Minnesota 55024 US
090d13d1-7782-4a65-b9ba-80dd2b91069a,1987-10-31,,999-22-8066,S99987020,X78442746X,Mr.,Homero668,Arenas932,,,S,hispanic,puerto_rican,M,Rock Creek,313 Nienow Boulevard Rogers Minnesota 55311 US
943dec8e-1b86-4d2d-8b46-8818cb4b2a1c,1993-11-06,,999-36-9380,S99946321,X2495471X,Mr.,Cesar434,Grant908,,,,white,irish,M,Savage,458 Sporer Approach Unit 37 Prior Lake Minnesota 55352 US
cab82c74-5454-461c-a7a2-3a2725120f20,1990-01-31,,999-83-8688,S99979516,X17993176X,Ms.,Lynnette27,Price929,,,S,asian,asian_indian,F,Minneapolis,658 Jones Byway Unit 72 St. Paul Minnesota 55101 US
3fe3ce23-3521-49a9-94e5-167694f144d7,1953-09-04,,999-99-7782,S99964422,X72866862X,Ms.,Micha632,Marvin195,,,S,white,irish,F,Rogers,225 Pagac Crossing Crystal Minnesota 55422 US
fc07d989-c61b-40f9-a403-20b36b50639d,1995-01-07,,999-50-3552,S99922595,X52640882X,Ms.,Daniela614,Sedillo152,,,,black,dominican,F,Rochester,437 Pagac Spur Unit 57 Stillwater Minnesota 55082 US
a8a74cd6-3340-4afa-b17c-c80107136133,1941-07-27,,999-95-5477,S99955635,X7462996X,Mr.,Jaime666,Zboncak558,,,S,white,french_canadian,M,Minneapolis,793 Harber Promenade Starbuck Minnesota 56381 US
48a18042-46bf-4a00-8e94-d35c0baea829,1961-11-21,,999-62-7629,S99967978,X66693396X,Mrs.,Tajuana20,Waelchi213,,Nienow652,M,white,english,F,Franklinship,525 Stiedemann Junction Grove Park-Tildenship Minnesota  US
6a24b4ce-1dda-4ad3-bde0-71220931c388,1967-09-21,,999-74-6256,S99931959,X42823709X,Ms.,Loura465,Kshlerin58,,,S,white,american,F,Winona,760 Mraz Plaza Suite 36 Barnumship Minnesota  US
6f88084e-53c2-4119-ab20-ead9125d2e87,1958-10-21,,999-75-7512,S99930315,X46100655X,Mr.,Harland508,Weissnat378,,,M,white,english,M,Rushsebaship,111 Hilpert Green Unit 91 Sartell Minnesota 56303 US
e2c1415f-787a-451c-a172-f3e78d472e7b,1995-02-26,,999-78-2718,S99974212,X60283977X,Ms.,Marva153,Jacobi462,,,,asian,chinese,F,Minneapolis,610 Ledner Spur Unit 64 St. Paul Minnesota 55101 US
6afab97a-2158-4b57-8650-702b875c1a47,1968-05-19,,999-40-4537,S99943985,X35535859X,Mr.,Jamison785,Kerluke267,,,S,white,french_canadian,M,Cambridge,679 Abbott Stravenue Unit 13 Rollingstone Minnesota 55959 US
1ec73bb3-12aa-4c81-868a-76a03e59d1a0,1993-11-25,,999-45-5302,S99977951,X58522469X,Mr.,Mario764,Dibbert990,,,,asian,chinese,M,Coon Rapids,192 Stracke Ranch Apt 80 St. Paul Minnesota 55101 US
e9fe5285-4e4c-49bc-b2cc-6deeae74e26f,1967-08-01,2000-12-05,999-48-5409,S99974531,X7264319X,Mrs.,Dennis979,Hamill307,,O'Kon634,M,white,french,F,St. Louis Park,434 Robel Manor Minnetonka Minnesota 55305 US
97b83b27-adce-45b4-992c-7567a6c630fd,1966-02-15,,999-55-8610,S99920565,X58382131X,Mr.,Gavin481,Rice937,,,M,white,american,M,Dassel,742 Bruen Extension Minneapolis Minnesota 55401 US
fd9f01a9-df3c-43de-a7e4-a28cdd368a9b,1976-03-25,,999-99-4472,S99968127,X20881609X,Mr.,Landon622,Mraz590,,,M,white,portuguese,M,St. Cloud,563 Abbott Track Fillmoreship Minnesota  US
d2e2ac06-9c08-4632-adf4-0571c92ca5b5,1980-12-22,,999-54-7989,S99958550,X29446525X,Mrs.,Jeni110,Robel940,,Corwin846,M,white,portuguese,F,Ramsey,405 Kautzer Estate Apt 11 Red Wing Minnesota 55066 US
eb175966-f2d5-4896-8c80-72fb5abc3db0,1971-04-27,,999-60-7207,S99941825,X41042740X,Mrs.,Tawna357,Reynolds644,,Huel628,M,white,russian,F,St. Michael,990 Schuppe Road Suite 42 Coon Rapids Minnesota 55304 US
437831f0-5dee-463f-89b8-eea5d7a7aadd,1959-08-04,,999-93-5106,S99960807,X12618154X,Mrs.,Wilhelmina724,Sanford861,,Hudson301,M,white,italian,F,South St. Paul,216 Stoltenberg Harbor Unit 20 Eden Prairie Minnesota 55344 US
3dc7c04c-b8d2-4f84-b295-ebfc7699cfa4,2003-11-17,,999-14-9106,,,,Duane703,Lemke654,,,,white,polish,M,Sturgeon Lakeship,712 Kub Fort Inver Grove Heights Minnesota 55075 US
db7eadd6-079f-4844-a47e-df931dd8e2a9,1970-03-11,,999-60-4961,S99941784,X81747570X,Mr.,Kendall673,Wolf938,,,M,white,english,M,St. Paul Park,668 Swift Park Rochester Minnesota 55901 US
5d5a5750-8720-43ea-a539-182cde2aa9af,1976-04-20,,999-97-7887,S99943979,X40827934X,Mr.,Ernie189,Kerluke267,,,S,white,french_canadian,M,West St. Paul,656 Kessler Dam Unit 63 Rochester Minnesota 55901 US
ebe43624-4381-481c-ba4f-c65c493a17c1,1962-01-23,,999-51-7442,S99984427,X53032569X,Mr.,Lynn917,Turner526,,,M,white,italian,M,Victoria,609 Bergstrom Bypass Minnetonka Minnesota 55305 US
f3d7ae20-3140-4be7-a5f1-84738196f270,1975-09-25,,999-25-6908,S99950907,X37509275X,Mrs.,Ermelinda113,Oberbrunner298,,Kub800,M,asian,chinese,F,Kiester,736 Funk Camp Young Americaship Minnesota  US
71666197-79ef-4c31-ae4f-4f971a03d813,2014-09-19,,999-65-7064,,,,Alonso270,Barrows492,,,,white,irish,M,St. Cloud,223 Jacobson Parade Unit 41 Linwoodship Minnesota  US
be082d60-386a-4907-8262-ff393e92d6a7,1962-05-10,,999-29-3626,S99938478,X64867919X,Mrs.,Jerilyn993,Gottlieb798,,Rolfson709,M,white,german,F,Rogers,887 Bernier Crossroad Deephaven Minnesota 55331 US
a1c321ca-04d6-4d13-a077-23829232fe21,1962-12-06,2016-09-15,999-30-9358,S99987135,X70534125X,Mr.,Tyrone215,Terry864,,,M,white,irish,M,New Hope,875 Wolff Wall Suite 57 Goodview Minnesota 55959 US
7e709992-9c8b-43e7-a0a7-724fd4aa09ac,1976-04-21,,999-48-3098,S99983463,X51073783X,Mr.,Francesco636,Paucek755,,,M,black,west_indian,M,Maple Grove,619 Wilkinson Club Stewartville Minnesota 55976 US
bb0ed5de-d9d9-4152-ae9f-dc186e805ee8,1971-05-12,,999-28-1049,S99955744,X52088706X,Mr.,Buddy254,Osinski784,,,M,white,irish,M,Belle Plaine,628 Sauer Run Apt 49 Monticello Minnesota 55362 US
c85b75a6-908b-44c5-b41d-ebc01e290253,2005-12-24,,999-71-3802,,,,Priscila9,Glover433,,,,white,portuguese,F,Battle Lake,739 Hermiston Glen Moorhead Minnesota 56529 US
a1745ce9-1206-4660-807a-7882f9da2d95,2002-12-21,,999-56-2918,,,,Claribel706,Sanford861,,,,white,english,F,Duluth,966 Mante Ranch Unit 48 Eden Prairie Minnesota 55344 US
9ca9ed7a-0c4a-4a40-a153-9a4097a631f3,1953-06-01,2012-10-15,999-91-4884,S99974753,X56905128X,Mr.,Vito638,Steuber698,,,M,white,english,M,Paynesville,344 Kirlin Ramp Unit 52 Minneapolis Minnesota 55401 US
92f7578a-0337-414d-b309-511f6baa7e8b,1995-06-16,,999-49-9735,S99916304,X69038326X,Ms.,Nicole384,O'Hara248,,,,black,african,F,St. Paul,249 Nikolaus Tunnel Roseville Minnesota 55112 US
377ff10e-4f38-4b15-85c6-bceac272890e,1974-01-25,,999-29-3896,S99980861,X14752055X,Mr.,Ahmad985,Goyette777,,,M,white,italian,M,Pease,368 Pollich Well Golden Valley Minnesota 55411 US
9f41fb1a-c83f-4df6-a40a-46855194bbc2,1983-04-25,,999-52-9351,S99981029,X88261629X,Ms.,Priscila9,Reichert620,,,S,white,french_canadian,F,Shakopee,595 Sporer Glen Unit 67 Minneapolis Minnesota 55401 US
fee17aa0-c0e6-4c8a-98ce-2bc00e7e8dc9,1977-03-20,,999-20-1712,S99971286,X17893275X,Mrs.,Bobby524,Zieme486,,Jaskolski867,M,white,polish,F,Saratogaship,206 Corkery Track Apt 73 Minnetonka Minnesota 55305 US
794f6be8-74d6-4210-97a1-5af2889bd0ed,1917-03-23,1973-05-04,999-46-7372,S99960886,X88196860X,Mr.,Walker122,McKenzie376,,,S,white,irish,M,Northfield,342 Goodwin Light Goodview Minnesota 55959 US
99d30ce5-6d87-4225-ad02-851fd6b8518f,2011-04-22,,999-71-3727,,,,Emmett200,Schowalter414,,,,black,african,M,Maple Grove,897 Lang Walk St. Paul Minnesota 55101 US
e1562ef7-39b5-48df-bd9a-4ca1e86f2e6e,1961-05-04,,999-54-4160,S99914990,X65670016X,Mrs.,Mollie266,Connelly992,,Hackett68,M,white,irish,F,Hutchinson,384 Williamson Estate Suite 90 Coon Rapids Minnesota 55304 US
22239c03-4961-4581-8fac-b7a419ec96fe,2002-06-22,,999-93-5783,,,,Antone63,Stoltenberg489,,,,asian,chinese,M,Albert Lea,808 McCullough Spur Unit 88 Minneapolis Minnesota 55401 US
4895b30f-f39e-43bb-bf17-ad1c9b1676cc,1988-07-29,,999-77-5278,S99962401,X66994811X,Mr.,Alejandro916,Lueilwitz711,,,M,black,african,M,Mendota Heights,451 Corwin Trace Apt 91 St. Louis Park Minnesota 55343 US
2510b025-1939-4479-8cbe-b35ce2677421,2011-03-13,,999-18-9128,,,,Derick144,Brown30,,,,white,french_canadian,M,St. Paul,127 Grant Brook Apt 38 Onamia Minnesota 56359 US
a912a48d-a9f7-4669-8c93-eec122d226cc,2004-02-11,,999-25-9516,,,,Ramiro608,Yundt842,,,,hispanic,puerto_rican,M,Elk River,345 Kemmer Drive Apt 99 St. James Minnesota 56081 US
cae70bd8-8e76-4963-bb9a-cb82a9ddfd0d,1979-10-02,,999-89-4021,S99964115,X80775581X,Mr.,Carl856,Lesch175,,,M,white,russian,M,Savage,572 Jacobi Rue Unit 36 Minneapolis Minnesota 55401 US
5f24ea0e-6306-49ce-b7c9-d260051c8345,1983-03-22,,999-75-4115,S99981248,X83122560X,Mrs.,Charlette938,Bauch723,,Watsica258,M,white,english,F,Winsted,157 Ebert Estate Avonship Minnesota  US
e7b9a289-5c86-41df-8ed7-6395eec1b5cf,1993-07-11,,999-71-2653,S99973669,X89753165X,Mr.,Tony646,Kiehn525,,,,hispanic,puerto_rican,M,Eden Prairie,392 Strosin Ferry Unit 2 Goodview Minnesota 55959 US
ff314109-3c6b-4ac8-901b-49411d87ce81,1979-09-18,,999-53-8825,S99950902,X4445344X,Mr.,Raul814,Bednar518,,,M,white,french,M,Florenceship,375 Kovacek Well Fair Havenship Minnesota  US
b76562e7-2727-45a4-bb68-b88ffb8ec4f7,1974-02-10,,999-84-4083,S99917386,X51796351X,Mr.,Gerardo48,Orta736,,,M,black,dominican,M,Hendersonship,212 Breitenberg Gate Stillwater Minnesota 55082 US
8e841097-12b5-475c-a959-f25940d7f98c,1963-02-26,,999-73-8640,S99996577,X34630545X,Ms.,Temeka297,Bartoletti50,,,S,white,italian,F,Grand Lakeship,444 Zemlak Junction Unit 22 Harris Minnesota 55032 US
228cc22a-a25d-414c-8ccf-f814df4fa4f2,2014-10-30,,999-89-1542,,,,Shauna908,Prosacco716,,,,white,english,F,Chaska,228 Windler Promenade Moorhead Minnesota 56529 US
87a94280-b5c5-46a5-a8f8-51758c8d0cdd,1986-03-18,2003-03-19,999-33-8621,S99931721,,,Harold594,Kihn564,,,,black,west_indian,M,Hopkins,401 Batz Quay Unit 25 St. Louis Park Minnesota 55343 US
d4a30443-5f85-45f1-9b5d-9acb44f14ac1,1997-12-07,,999-61-7992,S99926711,X73151664X,Ms.,Flavia315,Hartmann983,,,,white,french,F,Mayship,1095 Grant Gateway Brooklyn Park Minnesota 55428 US
